row_id,order_priority,discount,unit_price,shipping_cost,customer_id,customer_name,ship_mode,customer_segment,product_category,product_sub_category,product_container,product_name,product_base_margin,country,region,state_or_province,city,postal_code,order_date,ship_date,profit,quantity,sales,order_id,year,month,day,total_amount,delivery_days,order_frequency
21462,Not Specified,0,999.99,13.99,2391,Jacob McNeill,Regular Air,Corporate,Technology,Office Machines,Medium Box,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",0.36,United States,East,New York,Oceanside,11572,04-06-2015,06-06-2015,-1455.9972,1,1009.99,91123,2015,6,4,1009.99,2,4
21463,Not Specified,0.05,6.48,5.14,2391,Jacob McNeill,Express Air,Corporate,Office Supplies,Paper,Small Box,Xerox 23,0.37,United States,East,New York,Oceanside,11572,04-06-2015,05-06-2015,-22.56,13,92.16,91123,2015,6,4,92.16,1,4
21475,High,0,6.48,5.19,3045,Jordan Beard,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1995,0.37,United States,Central,Kansas,Leavenworth,66048,06-06-2015,07-06-2015,-14.075,12,84.04,86104,2015,6,6,84.04,1,1
21485,Medium,0.01,73.98,12.14,3350,Amy York,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Keytronic 105-Key Spanish Keyboard,0.67,United States,West,Washington,Parkland,98444,23-01-2015,25-01-2015,-29.0656,5,384.22,91296,2015,1,23,384.22,2,1
21490,Not Specified,0.05,8.85,5.6,2433,Debra P May,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,GBC Standard Plastic Binding Systems Combs,0.36,United States,Central,Oklahoma,Moore,73160,10-06-2015,11-06-2015,-7.3416,5,47.4,89095,2015,6,10,47.4,1,1
21491,Low,0.03,35.41,1.99,1670,Carolyn Bowling,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,Imation DVD-RAM discs,0.43,United States,South,Virginia,Blacksburg,24060,24-04-2015,26-04-2015,1912.422,10,367.52,86722,2015,4,24,367.52,2,2
21492,Low,0,142.86,19.99,1670,Carolyn Bowling,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Letter Size Cart,0.56,United States,South,Virginia,Blacksburg,24060,24-04-2015,03-05-2015,-739.326,11,1576.35,86722,2015,4,24,1576.35,9,2
21499,Low,0.01,10.14,2.27,3000,Priscilla Allen,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",0.36,United States,Central,Michigan,Pontiac,48342,26-01-2015,28-01-2015,28.152,4,40.8,87042,2015,1,26,40.8,2,1
21511,Medium,0.06,146.34,43.75,2355,Clyde Burnett,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,Bevis Round Conference Table Top & Single Column Base,0.65,United States,West,California,Coachella,92236,16-06-2015,18-06-2015,-89.27,12,1721.24,91306,2015,6,16,1721.24,2,2
21514,High,0.1,209.37,69,2892,Benjamin Porter,Regular Air,Consumer,Furniture,Tables,Large Box,Hon 2111 Invitationâ¢ Series Corner Table,0.79,United States,Central,Michigan,Livonia,48154,23-02-2015,25-02-2015,-165.5949204,11,2125.12,90011,2015,2,23,2125.12,2,1
21515,High,0.07,4.98,4.7,2893,Kathryn Tate,Regular Air,Consumer,Office Supplies,Paper,Small Box,Staples Copy Paper (20Lb. and 84 Bright),0.38,United States,Central,Michigan,Madison Heights,48071,23-02-2015,24-02-2015,-21.684,9,45.05,90011,2015,2,23,45.05,1,1
21517,Not Specified,0.03,1270.99,19.99,524,Gina McKnight,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,0.35,United States,South,Tennessee,Farragut,37922,20-01-2015,22-01-2015,363.552,2,2589.01,91127,2015,1,20,2589.01,2,2
21518,Not Specified,0.07,2036.48,14.7,524,Gina McKnight,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Lexmark 4227 Plus Dot Matrix Printer,0.55,United States,South,Tennessee,Farragut,37922,20-01-2015,22-01-2015,-11.536,1,1893.93,91127,2015,1,20,1893.93,2,2
21522,Not Specified,0.04,35.99,3.3,1183,Becky O'Brien,Regular Air,Home Office,Technology,Telephones and Communication,Small Pack,Accessory9,0.39,United States,West,Utah,Springville,84663,29-06-2015,29-06-2015,184.1955,9,266.95,86914,2015,6,29,266.95,0,1
21529,Medium,0,4.91,0.5,2286,Larry Langston,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 493,0.36,United States,South,South Carolina,Spartanburg,29301,04-02-2015,06-02-2015,99.198,12,61.87,90145,2015,2,4,61.87,2,3
21530,Medium,0.01,7.28,11.15,2286,Larry Langston,Regular Air,Corporate,Office Supplies,Paper,Small Box,"ArrayÂ® Parchment Paper, Assorted Colors",0.37,United States,South,South Carolina,Spartanburg,29301,04-02-2015,05-02-2015,136.0314,6,48.88,90145,2015,2,4,48.88,1,3
21531,Medium,0.1,6.68,6.93,2286,Larry Langston,Regular Air,Corporate,Office Supplies,Paper,Small Box,HP Office Paper (20Lb. and 87 Bright),0.37,United States,South,South Carolina,Spartanburg,29301,04-02-2015,07-02-2015,-100.072,3,21.56,90145,2015,2,4,21.56,3,3
21554,Low,0.07,35.44,7.5,3179,Marie Pittman,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1906,0.38,United States,Central,Minnesota,Owatonna,55060,12-06-2015,19-06-2015,262.2,11,380,86989,2015,6,12,380,7,1
21563,High,0.02,259.71,66.67,1927,Earl Alston,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,"Bevis Round Bullnose 29"" High Table Top",0.65,United States,South,South Carolina,Greenville,29611,06-02-2015,06-02-2015,-14.448,8,1757.15,88579,2015,2,6,1757.15,0,1
21567,Low,0.08,30.56,2.99,3287,Mary Norman,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Surelockâ¢ Post Binders,0.35,United States,West,California,Granite Bay,95746,25-05-2015,27-05-2015,352.8798,17,511.42,89897,2015,5,25,511.42,2,1
21570,High,0.03,4.98,0.8,406,June Frank Hammond,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,Rediform S.O.S. Phone Message Books,0.36,United States,East,New Jersey,South Vineland,8360,21-05-2015,22-05-2015,50.2044,15,72.76,87804,2015,5,21,72.76,1,1
21573,Critical,0.06,6.48,7.49,2014,Cathy Simon,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 220,0.37,United States,Central,Iowa,Council Bluffs,51503,04-04-2015,04-04-2015,-191.49,12,74.93,88368,2015,4,4,74.93,0,3
21579,Not Specified,0.06,64.65,35,1117,Samantha Koch,Regular Air,Home Office,Office Supplies,Storage & Organization,Large Box,Space Solutions Commercial Steel Shelving,0.8,United States,West,Arizona,Tucson,85705,05-02-2015,06-02-2015,-139.2872,4,277.6,86768,2015,2,5,277.6,1,1
21580,Critical,0.06,4.98,4.95,2699,Marcia Greenberg,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Cardinal Holdit Business Card Pockets,0.37,United States,West,Arizona,Bullhead City,86442,22-05-2015,24-05-2015,-103.224,16,78.99,87677,2015,5,22,78.99,2,2
21582,Low,0.07,5.98,5.79,2369,Mike G Hartman,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1903,0.36,United States,South,Florida,Pembroke Pines,33024,13-01-2015,15-01-2015,-41.9727,13,77.42,90408,2015,1,13,77.42,2,1
21587,Not Specified,0.01,47.98,3.61,2787,Rodney Kearney,Express Air,Consumer,Technology,Computer Peripherals,Small Pack,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",0.71,United States,South,Louisiana,Metairie,70003,12-03-2015,13-03-2015,-44.436,8,393.98,91316,2015,3,12,393.98,1,1
21588,Medium,0.09,5.98,4.69,3331,Elisabeth Shaw,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Perma STOR-ALLâ¢ Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",0.68,United States,South,Florida,Ormond Beach,32174,05-01-2015,06-01-2015,-781.1342,11,65.85,86283,2015,1,5,65.85,1,2
21596,High,0.02,4.89,4.93,1533,Nicole Reid,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",0.66,United States,Central,Missouri,University City,63130,06-02-2015,07-02-2015,-56.446,14,74.01,91328,2015,2,6,74.01,1,2
21597,High,0.07,10.06,2.06,1533,Nicole Reid,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,Riverleaf Stik-WithitÂ® Designer Note CubesÂ®,0.39,United States,Central,Missouri,University City,63130,06-02-2015,07-02-2015,33.189,5,48.1,91328,2015,2,6,48.1,1,2
21609,Medium,0.01,3.95,5.13,679,Katie Dougherty,Regular Air,Corporate,Office Supplies,Appliances,Small Box,"Hoover Replacement Belts For Soft Guardâ¢ & Commercial Ltweight Upright Vacs, 2/Pk",0.59,United States,West,Washington,Spanaway,98387,04-03-2015,05-03-2015,-19.93,2,10.11,88890,2015,3,4,10.11,1,2
21610,Medium,0.02,367.99,19.99,679,Katie Dougherty,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Ibimaster 300 Manual Binding System,0.4,United States,West,Washington,Spanaway,98387,04-03-2015,05-03-2015,4568.6073,17,6621.17,88890,2015,3,4,6621.17,1,2
21612,Medium,0.04,95.99,4.9,680,Laurence Poe,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,T60,0.56,United States,West,Washington,Spokane,99207,04-03-2015,06-03-2015,-258.225,3,253.78,88890,2015,3,4,253.78,2,1
21620,Medium,0.01,45.99,4.99,3279,Ricky Allred,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,KF 788,0.56,United States,South,South Carolina,Columbia,29203,14-03-2015,16-03-2015,24.018,3,125.19,90767,2015,3,14,125.19,2,4
21627,High,0.1,218.75,69.64,2346,Sylvia Kumar,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,0.77,United States,South,Kentucky,Pleasure Ridge Park,40258,20-05-2015,21-05-2015,62.298,17,2805.18,89505,2015,5,20,2805.18,1,2
21629,Medium,0.02,29.74,6.64,2764,Arnold Johnson,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Acco PermaÂ® 2700 Stacking Storage Drawers,0.7,United States,East,New Jersey,Hackensack,7601,22-04-2015,22-04-2015,-21.06,4,120.81,90724,2015,4,22,120.81,0,1
21630,Medium,0.08,22.01,5.53,2760,Evan Adkins,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Boston 16801 Nautilusâ¢ Battery Pencil Sharpener,0.59,United States,East,Connecticut,Waterbury,6708,22-04-2015,24-04-2015,105.7,11,241.97,90724,2015,4,22,241.97,2,1
21632,Critical,0.1,9.85,4.82,2059,Nathan Newton,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Lumber Crayons,0.47,United States,South,North Carolina,High Point,27260,27-03-2015,28-03-2015,374.904,12,114.91,88041,2015,3,27,114.91,1,3
21633,Critical,0.04,125.99,7.69,2059,Nathan Newton,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,Timeport L7089,0.58,United States,South,North Carolina,High Point,27260,27-03-2015,28-03-2015,-528.836,9,934.52,88041,2015,3,27,934.52,1,3
21638,High,0.09,77.51,4,1957,Ted Crowder,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Micro Innovations Media Access Pro Keyboard,0.76,United States,Central,Missouri,University City,63130,07-04-2015,09-04-2015,-387.1044,1,77.47,89818,2015,4,7,77.47,2,1
21655,Low,0.03,11.66,7.95,1712,Regina Langley,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,"Hunt BOSTONÂ® VistaÂ® Battery-Operated Pencil Sharpener, Black",0.58,United States,South,Georgia,Martinez,30907,11-04-2015,20-04-2015,-31.094,22,267.32,87749,2015,4,11,267.32,9,1
21662,Critical,0.04,39.48,1.99,594,Charlie Moore,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",0.54,United States,Central,Indiana,Anderson,46016,19-06-2015,22-06-2015,484.8492,18,702.68,86311,2015,6,19,702.68,3,3
21663,Critical,0.04,3.7,1.61,594,Charlie Moore,Regular Air,Consumer,Furniture,Office Furnishings,Wrap Bag,3M Hangers With Command Adhesive,0.44,United States,Central,Indiana,Anderson,46016,19-06-2015,20-06-2015,18,18,67.24,86311,2015,6,19,67.24,1,3
21682,Critical,0.08,3.69,0.5,1502,Renee Huang,Regular Air,Small Business,Office Supplies,Labels,Small Box,Avery 487,0.38,United States,South,Florida,Coral Springs,33065,07-05-2015,10-05-2015,-3.6547,38,129.43,89193,2015,5,7,129.43,3,3
21685,Low,0.02,48.04,5.79,1962,Sean Burton,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1937,0.37,United States,Central,Michigan,Saginaw,48601,18-04-2015,23-04-2015,604.0191,18,875.39,88857,2015,4,18,875.39,5,2
21686,Low,0.04,6.68,4.91,1962,Sean Burton,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1986,0.37,United States,Central,Michigan,Saginaw,48601,18-04-2015,25-04-2015,-11.6316,1,8.24,88857,2015,4,18,8.24,7,2
21690,Low,0.01,29.89,1.99,2715,Becky Farmer,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",0.5,United States,Central,Michigan,Lansing,48911,12-01-2015,16-01-2015,-74.64,1,31.96,88702,2015,1,12,31.96,4,1
21692,Not Specified,0.05,20.99,3.3,1979,Marianne Weiner Ennis,Regular Air,Corporate,Technology,Telephones and Communication,Small Pack,Accessory39,0.81,United States,West,Colorado,Littleton,80122,05-05-2015,06-05-2015,21.8834,4,72.75,87757,2015,5,5,72.75,1,1
21697,Low,0.06,38.06,4.5,2089,Annie Odom,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Fellowes Superior 10 Outlet Split Surge Protector,0.56,United States,East,New York,New City,10956,30-06-2015,06-07-2015,450.4596,17,652.84,88348,2015,6,30,652.84,6,3
21698,Low,0.08,599.99,24.49,2089,Annie Odom,Regular Air,Corporate,Technology,Copiers and Fax,Large Box,Hewlett Packard LaserJet 3310 Copier,0.37,United States,East,New York,New City,10956,30-06-2015,08-07-2015,8798.1831,22,12750.99,88348,2015,6,30,12750.99,8,3
21699,Low,0.1,3.98,2.97,2089,Annie Odom,Express Air,Corporate,Office Supplies,Paper,Wrap Bag,Unpadded Memo Slips,0.35,United States,East,New York,New City,10956,30-06-2015,04-07-2015,-5.385,5,20.54,88348,2015,6,30,20.54,4,3
21707,Critical,0.01,35.99,5.99,2779,Jacob Burgess,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Accessory41,0.38,United States,South,North Carolina,Wilson,27893,11-06-2015,12-06-2015,-60.704,11,345.07,87161,2015,6,11,345.07,1,1
21710,High,0.03,420.98,19.99,1471,Danielle Daniel,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind 200 Manual Binding Machine,0.35,United States,East,Ohio,Westerville,43081,21-03-2015,22-03-2015,3043.0311,10,4410.19,87077,2015,3,21,4410.19,1,1
21718,Medium,0.02,419.19,19.99,627,Scott McKenna,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Smead Adjustable Mobile File Trolley with Lockable Top,0.58,United States,East,Ohio,Steubenville,43952,21-04-2015,22-04-2015,6610.2,22,9580,90469,2015,4,21,9580,1,1
21719,Critical,0.08,5.4,7.78,3133,Kristine Singleton,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,3M Organizer Strips,0.37,United States,Central,Illinois,Naperville,60540,04-03-2015,04-03-2015,-44.068,4,25.35,86792,2015,3,4,25.35,0,6
21720,Critical,0.09,8.46,8.99,3133,Kristine Singleton,Express Air,Corporate,Technology,Computer Peripherals,Small Pack,"Imation 3.5 IBM Diskettes, 10/Box",0.79,United States,Central,Illinois,Naperville,60540,04-03-2015,07-03-2015,-100.51,5,45.03,86792,2015,3,4,45.03,3,6
21721,Critical,0.21,14.98,8.99,3133,Kristine Singleton,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,"GE 4 Foot Flourescent Tube, 40 Watt",0.39,United States,Central,Illinois,Naperville,60540,04-03-2015,05-03-2015,-17.75,10,153.87,86792,2015,3,4,153.87,1,6
21722,Critical,0.04,155.99,8.08,3133,Kristine Singleton,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,300 Series Non-Flip,0.6,United States,Central,Illinois,Naperville,60540,04-03-2015,05-03-2015,1374.948,22,2800.33,86792,2015,3,4,2800.33,1,6
21723,Medium,0.1,1.6,1.29,1989,David Weaver,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Sanford Pocket AccentÂ® Highlighters,0.42,United States,West,Utah,Holladay,84117,30-04-2015,30-04-2015,-14.9904,11,16.88,90003,2015,4,30,16.88,0,5
21724,High,0.1,599.99,24.49,2418,Kyle Fink,Regular Air,Consumer,Technology,Copiers and Fax,Large Box,Canon PC1080F Personal Copier,0.5,United States,South,Virginia,Petersburg,23805,10-01-2015,11-01-2015,-343.126,11,6355.69,86753,2015,1,10,6355.69,1,3
21725,High,0.06,2.78,1.25,2418,Kyle Fink,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 318,0.59,United States,South,Virginia,Petersburg,23805,10-01-2015,12-01-2015,66.36,10,28.09,86753,2015,1,10,28.09,2,3
21734,High,0.01,99.23,8.99,3151,Glenda Hunter,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",0.35,United States,West,California,Twentynine Palms,92277,29-03-2015,02-04-2015,-87.46,1,99.22,88548,2015,3,29,99.22,4,7
21739,Critical,0.09,999.99,13.99,421,Scott Feldman,Regular Air,Small Business,Technology,Office Machines,Medium Box,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",0.36,United States,East,New Jersey,Elizabeth,7201,06-02-2015,08-02-2015,-2531.4825,1,919.09,87700,2015,2,6,919.09,2,1
21746,Not Specified,0.09,77.51,4,1814,Albert Tyson,Express Air,Home Office,Technology,Computer Peripherals,Small Box,Micro Innovations Media Access Pro Keyboard,0.76,United States,South,Mississippi,Olive Branch,38654,23-05-2015,25-05-2015,-986.524,17,1300.54,90524,2015,5,23,1300.54,2,2
21747,Not Specified,0,2.88,0.7,1814,Albert Tyson,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 340,0.56,United States,South,Mississippi,Olive Branch,38654,23-05-2015,25-05-2015,-141.666,13,38.06,90524,2015,5,23,38.06,2,2
21760,Not Specified,0.02,25.38,8.99,648,Steve O'Brien,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,"Executive Impressions 13"" Chairman Wall Clock",0.5,United States,Central,Illinois,Bolingbrook,60440,21-06-2015,22-06-2015,-10.36,1,34.11,91365,2015,6,21,34.11,1,1
21761,High,0.08,30.93,3.92,2426,Dorothy Holt,Regular Air,Small Business,Furniture,Office Furnishings,Small Pack,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",0.44,United States,Central,Texas,Irving,75061,15-03-2015,16-03-2015,63.0591,3,91.39,90859,2015,3,15,91.39,1,3
21762,Low,0.05,424.21,110.2,1949,Dana Waller,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Bush Advantage CollectionÂ® Racetrack Conference Table,0.67,United States,West,Montana,Bozeman,59715,01-02-2015,05-02-2015,-213.4028,12,4935.22,90415,2015,2,1,4935.22,4,1
21767,High,0.01,65.99,8.99,152,Kent Kerr,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,StarTAC Analog,0.6,United States,South,Tennessee,Knoxville,37918,29-03-2015,01-04-2015,97.86,5,292.23,89524,2015,3,29,292.23,3,4
21768,Low,0.05,4.84,0.71,2874,Marian Willis,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,*Staples* Highlighting Markers,0.52,United States,Central,Nebraska,La Vista,68128,06-04-2015,15-04-2015,13.4481,4,19.49,89873,2015,4,6,19.49,9,3
21771,Critical,0.02,73.98,14.52,1261,Vickie Gonzalez,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Keytronic French Keyboard,0.65,United States,West,Colorado,Broomfield,80020,07-05-2015,10-05-2015,43.538,5,378.23,89730,2015,5,7,378.23,3,1
21772,Critical,0,7.28,1.77,2359,Annie Horne,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,"Post-itÂ® âImportant Messageâ Note Pad, Neon Colors, 50 Sheets/Pad",0.37,United States,South,Florida,Fort Myers,33917,05-02-2015,05-02-2015,167.16,7,53.42,88265,2015,2,5,53.42,0,1
21776,Critical,0.06,9.48,7.29,11,Marcus Dunlap,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",0.45,United States,East,New Jersey,Roselle,7203,15-02-2015,17-02-2015,-53.8096,22,211.15,90192,2015,2,15,211.15,2,1
21791,Low,0.05,80.98,35,1316,Marion Lindsey,Regular Air,Home Office,Office Supplies,Storage & Organization,Large Box,Carina Double Wide Media Storage Towers in Natural & Black,0.81,United States,West,Colorado,Commerce City,80022,05-01-2015,09-01-2015,-746.44,8,637.76,87603,2015,1,5,637.76,4,4
21792,Low,0.05,279.48,35,1316,Marion Lindsey,Regular Air,Home Office,Office Supplies,Storage & Organization,Large Box,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",0.8,United States,West,Colorado,Commerce City,80022,05-01-2015,05-01-2015,-274.95,8,2156.06,87603,2015,1,5,2156.06,0,4
21806,High,0.06,99.99,19.99,1484,Alison Stewart,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,US Robotics 56K V.92 External Faxmodem,0.52,United States,Central,Illinois,Des Plaines,60016,11-03-2015,14-03-2015,-127.56,3,290.24,91235,2015,3,11,290.24,3,3
21807,High,0,193.17,19.99,1484,Alison Stewart,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Fellowes StaxonsteelÂ® Drawer Files,0.71,United States,Central,Illinois,Des Plaines,60016,11-03-2015,12-03-2015,282.18,5,971.4,91235,2015,3,11,971.4,1,3
21808,High,0.08,20.99,3.3,1484,Alison Stewart,Express Air,Home Office,Technology,Telephones and Communication,Small Pack,Accessory39,0.81,United States,Central,Illinois,Des Plaines,60016,11-03-2015,11-03-2015,-96.338,11,193.51,91235,2015,3,11,193.51,0,3
21834,Low,0.05,55.5,52.2,2157,Tom Hoyle Honeycutt,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,Eldon CleatmatÂ® Chair Mats for Medium Pile Carpets,0.72,United States,Central,Michigan,Warren,48093,16-03-2015,16-03-2015,-118.54,4,253.87,90385,2015,3,16,253.87,0,5
21835,Low,0.05,442.14,14.7,2157,Tom Hoyle Honeycutt,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Okidata ML390 Turbo Dot Matrix Printers,0.56,United States,Central,Michigan,Warren,48093,16-03-2015,25-03-2015,2963.48,14,5880.46,90385,2015,3,16,5880.46,9,5
21847,Not Specified,0.05,328.14,91.05,1103,Sidney Bowling,Delivery Truck,Home Office,Office Supplies,Appliances,Jumbo Drum,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",0.57,United States,Central,Nebraska,Omaha,68046,10-04-2015,11-04-2015,772.04,7,2291.39,90977,2015,4,10,2291.39,1,1
21849,Not Specified,0.04,5.98,4.38,1267,Rosemary Branch,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",0.75,United States,South,Florida,Boca Raton,33433,12-05-2015,14-05-2015,-1522.304,11,69.75,89515,2015,5,12,69.75,2,2
21852,Medium,0,25.38,8.99,3257,Sharon Marcus,Regular Air,Consumer,Furniture,Office Furnishings,Small Pack,"Executive Impressions 13"" Chairman Wall Clock",0.5,United States,West,Washington,Longview,98632,13-05-2015,15-05-2015,470.338,26,700.41,88826,2015,5,13,700.41,2,1
21855,Not Specified,0.04,90.48,19.99,2847,Vanessa Day,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,TyvekÂ® Side-Opening Peel & SeelÂ® Expanding Envelopes,0.4,United States,South,Tennessee,Collierville,38017,09-04-2015,11-04-2015,55.5552,3,268.64,85928,2015,4,9,268.64,2,3
21856,Not Specified,0.02,9.77,6.02,2847,Vanessa Day,Regular Air,Corporate,Furniture,Office Furnishings,Medium Box,DAX Solid Wood Frames,0.48,United States,South,Tennessee,Collierville,38017,09-04-2015,10-04-2015,-535.332,9,87.68,85928,2015,4,9,87.68,1,3
21857,Not Specified,0.09,34.99,7.73,2847,Vanessa Day,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Box,Hunt BostonÂ® Vacuum Mount KS Pencil Sharpener,0.59,United States,South,Tennessee,Collierville,38017,09-04-2015,11-04-2015,-208.7204,1,37.62,85928,2015,4,9,37.62,2,3
21863,Critical,0.1,6.74,1.72,2718,Caroline Stone,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,"Memo Book, 100 Message Capacity, 5 3/8â x 11â",0.35,United States,Central,Illinois,Lansing,60438,01-03-2015,03-03-2015,65.41,15,98.17,89394,2015,3,1,98.17,2,1
21901,Medium,0.1,40.98,6.5,2069,Elsie Boykin,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Targus USB Numeric Keypad,0.74,United States,South,Kentucky,Fort Thomas,41075,12-01-2015,14-01-2015,66.852,3,120.34,88554,2015,1,12,120.34,2,1
21902,High,0.09,150.98,66.27,2131,Mary Hewitt,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,Bush Mission Pointe Library,0.65,United States,Central,Missouri,Gladstone,64118,03-01-2015,04-01-2015,-407.85,2,302.34,90079,2015,1,3,302.34,1,1
21918,Medium,0.05,30.98,9.18,2509,Sidney Larson,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1951,0.4,United States,East,Maine,South Portland,4106,05-05-2015,05-05-2015,308.67,15,462.57,87029,2015,5,5,462.57,0,1
21928,Critical,0.1,9.11,2.15,1602,Frank Hess,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,"Black Print Carbonless Snap-OffÂ® Rapid Letter, 8 1/2"" x 7""",0.4,United States,East,Maryland,Waldorf,20601,10-04-2015,12-04-2015,-3.9312,2,17.42,89680,2015,4,10,17.42,2,1
21937,High,0.06,6.68,6.93,2257,Bernard Thompson,Regular Air,Corporate,Office Supplies,Paper,Small Box,HP Office Paper (20Lb. and 87 Bright),0.37,United States,South,North Carolina,Raleigh,27604,12-06-2015,13-06-2015,7.6245,14,91.92,87965,2015,6,12,91.92,1,1
21942,Low,0.09,5.84,0.83,820,Catherine Mullins,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Avery Hi-LiterÂ® Smear-Safe Highlighters,0.49,United States,West,Washington,Walla Walla,99362,21-05-2015,25-05-2015,-2.87,1,5.9,90244,2015,5,21,5.9,4,1
21945,Low,0.02,15.99,13.18,1442,Rodney Field,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",0.37,United States,Central,Missouri,Springfield,65807,30-01-2015,03-02-2015,-76.9925,7,123.03,89077,2015,1,30,123.03,4,3
